"","subj_id","item_id","category","RT"
"332",7,32,"sad",893.650973540172
"333",7,33,"sad",1004.24813779038
"334",7,34,"sad",888.197256020797
"335",7,35,"sad",796.844698039491
"336",7,36,"sad",967.081491850176
"337",7,37,"sad",982.929832088219
"338",7,38,"sad",899.693785786066
"339",7,39,"sad",872.844647210651
"340",7,40,"sad",867.117266360725
"341",7,41,"sad",828.429325150933
"342",7,42,"sad",912.058008767005
"343",7,43,"sad",834.853048085449
"344",7,44,"sad",793.401961259416
"345",7,45,"sad",763.922652225431
"346",7,46,"sad",833.245178941637
"347",7,47,"sad",832.826228905736
"348",7,48,"sad",791.480708088494
"349",7,49,"sad",834.865533726559
"350",7,50,"sad",853.30714897112
"351",8,1,"happy",680.854827457026
"352",8,2,"happy",623.668924367331
"353",8,3,"happy",655.278568638162
"354",8,4,"happy",711.147162197812
"355",8,5,"happy",635.925600426887
"356",8,6,"happy",580.324908200145
"357",8,7,"happy",577.356522729757
"358",8,8,"happy",550.976514599048
"359",8,9,"happy",439.393167480646
"360",8,10,"happy",619.2497058433
"361",8,11,"happy",655.770845118447
"362",8,12,"happy",654.016250353372
"363",8,13,"happy",723.15871930139
"364",8,14,"happy",504.886197188122
"365",8,15,"happy",649.745019900967
"366",8,16,"happy",562.302412807414
"367",8,17,"happy",664.753881511205
"368",8,18,"happy",598.458210226178
"369",8,19,"happy",469.19877158631
"370",8,20,"happy",661.192432896521
"371",8,21,"happy",519.681641357936
"372",8,22,"happy",526.210381443177
"373",8,23,"happy",687.278869506537
"374",8,24,"happy",479.123215556177
"375",8,25,"happy",780.447610223788
"376",8,26,"sad",626.805917231838
"377",8,27,"sad",723.814774935778
"378",8,28,"sad",716.02424031399
"379",8,29,"sad",781.133795117171
"380",8,30,"sad",650.976909055529
"381",8,31,"sad",984.413710638735
"382",8,32,"sad",643.68617479688
"383",8,33,"sad",769.585933865047
"384",8,34,"sad",650.332840635847
"385",8,35,"sad",744.266739830941
"386",8,36,"sad",926.536324648507
"387",8,37,"sad",915.569787709257
"388",8,38,"sad",641.797998248988
"389",8,39,"sad",682.563709653662
"390",8,40,"sad",848.537730676788
"391",8,41,"sad",689.987352853573
"392",8,42,"sad",817.285128421561
"393",8,43,"sad",713.531880411102
"394",8,44,"sad",756.046145162972
"395",8,45,"sad",627.802980030864
"396",8,46,"sad",763.814674273322
"397",8,47,"sad",801.851671738286
"398",8,48,"sad",843.6155177247
"399",8,49,"sad",785.350735758514
"400",8,50,"sad",718.661883925629
"401",9,1,"happy",861.385175261896
"402",9,2,"happy",660.751929885609
"403",9,3,"happy",695.531658089904
"404",9,4,"happy",769.059924395473
"405",9,5,"happy",646.281461117899
"406",9,6,"happy",657.743107608466
"407",9,7,"happy",595.60593061918
"408",9,8,"happy",510.734574899936
"409",9,9,"happy",658.677349032108
"410",9,10,"happy",607.727218672851
"411",9,11,"happy",708.745133281471
"412",9,12,"happy",733.654464041922
"413",9,13,"happy",792.042365022716
"414",9,14,"happy",654.738514787243
"415",9,15,"happy",802.39179958087
"416",9,16,"happy",650.867215460778
"417",9,17,"happy",778.461699425709
"418",9,18,"happy",693.671797693485
"419",9,19,"happy",554.404746081503
"420",9,20,"happy",806.749441582847
"421",9,21,"happy",628.826112580254
"422",9,22,"happy",647.397122492069
"423",9,23,"happy",781.584514068057
"424",9,24,"happy",593.158625268556
"425",9,25,"happy",801.874804693492
"426",9,26,"sad",698.450607798864
"427",9,27,"sad",814.579173727368
"428",9,28,"sad",847.778600092072
"429",9,29,"sad",810.815269186478
"430",9,30,"sad",760.846603628947
"431",9,31,"sad",947.567998451301
"432",9,32,"sad",783.558159741082
"433",9,33,"sad",904.260120109633
"434",9,34,"sad",777.541614374421
"435",9,35,"sad",834.944997778458
"436",9,36,"sad",880.35155726911
"437",9,37,"sad",1008.4529913529
"438",9,38,"sad",789.442211643633
"439",9,39,"sad",911.086536261854
"440",9,40,"sad",888.954250302199
"441",9,41,"sad",756.324401818319
"442",9,42,"sad",914.298497557387
"443",9,43,"sad",802.746186300528
"444",9,44,"sad",733.602190612204
"445",9,45,"sad",761.918132948113
"446",9,46,"sad",753.409998359357
"447",9,47,"sad",917.810324442512
"448",9,48,"sad",733.838564405836
"449",9,49,"sad",807.877322943735
"450",9,50,"sad",823.653642624741
"451",10,1,"happy",796.491595594215
"452",10,2,"happy",697.803148642922
"453",10,3,"happy",729.185860101788
"454",10,4,"happy",815.727570026431
"455",10,5,"happy",784.746296665243
"456",10,6,"happy",656.983151717604
"457",10,7,"happy",717.410196481389
"458",10,8,"happy",506.712767051884
"459",10,9,"happy",650.509565645251
"460",10,10,"happy",727.160112562455
"461",10,11,"happy",754.895320935027
"462",10,12,"happy",745.378873644271
"463",10,13,"happy",911.554451331698
"464",10,14,"happy",598.258984023712
"465",10,15,"happy",748.026209785497
"466",10,16,"happy",658.706856785692
"467",10,17,"happy",735.442038191297
"468",10,18,"happy",662.360375005813
"469",10,19,"happy",602.177827476411
"470",10,20,"happy",805.060137127498
"471",10,21,"happy",653.638490769625
"472",10,22,"happy",701.163536896037
"473",10,23,"happy",817.423007140606
"474",10,24,"happy",640.066297982471
"475",10,25,"happy",763.190976427948
"476",10,26,"sad",776.77501386544
"477",10,27,"sad",805.096010932189
"478",10,28,"sad",786.401224043932
"479",10,29,"sad",814.045100702304
"480",10,30,"sad",778.089664243513
"481",10,31,"sad",1091.5493883057
"482",10,32,"sad",755.01864883384
"483",10,33,"sad",931.674757015408
"484",10,34,"sad",757.420055871668
"485",10,35,"sad",762.945698616943
"486",10,36,"sad",867.941327952843
"487",10,37,"sad",911.567616779541
"488",10,38,"sad",719.773340594965
"489",10,39,"sad",816.549083998827
"490",10,40,"sad",744.517095551001
"491",10,41,"sad",852.404792568222
"492",10,42,"sad",934.811825029031
"493",10,43,"sad",823.432256140658
"494",10,44,"sad",717.403964807508
"495",10,45,"sad",755.198095955718
"496",10,46,"sad",843.237295797143
"497",10,47,"sad",799.070764590146
"498",10,48,"sad",756.766817167656
"499",10,49,"sad",811.659875504103
"500",10,50,"sad",850.364749694629
"501",11,1,"happy",544.903355104375
"502",11,2,"happy",408.175348181982
"503",11,3,"happy",465.799959332151
"504",11,4,"happy",630.540073821253
"505",11,5,"happy",380.51541921731
"506",11,6,"happy",394.393927293086
"507",11,7,"happy",438.866930552517
"508",11,8,"happy",251.92016649675
"509",11,9,"happy",362.791326841513
"510",11,10,"happy",402.010048241664
"511",11,11,"happy",457.963472929331
"512",11,12,"happy",517.307232334069
"513",11,13,"happy",577.346595976603
"514",11,14,"happy",369.839835160254
"515",11,15,"happy",530.042879390609
"516",11,16,"happy",363.234498447899
"517",11,17,"happy",472.976092399442
"518",11,18,"happy",512.602786206991
"519",11,19,"happy",373.296865556345
"520",11,20,"happy",594.812109316292
"521",11,21,"happy",397.283406361268
"522",11,22,"happy",319.999155484677
"523",11,23,"happy",607.863477636422
"524",11,24,"happy",324.985817459489
"525",11,25,"happy",627.582800902254
"526",11,26,"sad",406.922328734367
"527",11,27,"sad",426.500260843639
"528",11,28,"sad",497.940973743254
"529",11,29,"sad",581.959766638374
"530",11,30,"sad",447.568012503835
"531",11,31,"sad",736.704304043017
"532",11,32,"sad",470.666892900467
"533",11,33,"sad",645.510723100523
"534",11,34,"sad",549.188092252459
"535",11,35,"sad",565.198731494385
"536",11,36,"sad",523.821313649535
"537",11,37,"sad",673.800253134871
"538",11,38,"sad",495.657013917255
"539",11,39,"sad",589.918800861388
"540",11,40,"sad",556.780248558602
"541",11,41,"sad",516.065250090101
"542",11,42,"sad",670.483144012458
"543",11,43,"sad",485.743445764606
"544",11,44,"sad",478.757600770061
"545",11,45,"sad",440.491596839312
"546",11,46,"sad",624.175794302541
"547",11,47,"sad",508.400536928954
"548",11,48,"sad",544.846267379256
"549",11,49,"sad",571.411866093426
"550",11,50,"sad",545.203159913868
"551",12,1,"happy",948.350093493403
"552",12,2,"happy",870.492741633021
"553",12,3,"happy",856.91578476634
"554",12,4,"happy",909.439147749932
"555",12,5,"happy",792.477242721143
"556",12,6,"happy",778.751324414391
"557",12,7,"happy",847.629338357652
"558",12,8,"happy",659.247090541121
"559",12,9,"happy",771.172780886697
"560",12,10,"happy",806.013600503964
"561",12,11,"happy",880.48902490737
"562",12,12,"happy",774.81071861881
"563",12,13,"happy",813.45111701537
"564",12,14,"happy",770.955715927987
"565",12,15,"happy",854.837421183763
"566",12,16,"happy",744.216640382299
"567",12,17,"happy",875.437324237808
"568",12,18,"happy",924.993389457568
"569",12,19,"happy",689.400546837662
"570",12,20,"happy",953.070377490063
"571",12,21,"happy",756.707398023028
"572",12,22,"happy",731.986608234555
"573",12,23,"happy",914.494270530365
"574",12,24,"happy",786.187950863708
"575",12,25,"happy",958.3809320412
"576",12,26,"sad",768.944236304602
"577",12,27,"sad",882.266279421307
"578",12,28,"sad",936.601537156615
"579",12,29,"sad",932.156669303586
"580",12,30,"sad",821.310429545073
"581",12,31,"sad",1112.30052697904
"582",12,32,"sad",839.85861935799
"583",12,33,"sad",953.140170509527
"584",12,34,"sad",954.000526444682
"585",12,35,"sad",879.037454894805
"586",12,36,"sad",915.27040255638
"587",12,37,"sad",953.112033025189
"588",12,38,"sad",905.904424718471
"589",12,39,"sad",918.226436267408
"590",12,40,"sad",962.835274243802
"591",12,41,"sad",933.603598206372
"592",12,42,"sad",984.666098485869
"593",12,43,"sad",821.737574298249
"594",12,44,"sad",902.374317053723
"595",12,45,"sad",810.440301051286
"596",12,46,"sad",852.218019707705
"597",12,47,"sad",988.118800007132
"598",12,48,"sad",916.257254277139
"599",12,49,"sad",925.371132077753
"600",12,50,"sad",875.911001935562
"601",13,1,"happy",749.328328783614
"602",13,2,"happy",705.421933635068
"603",13,3,"happy",728.074521123239
"604",13,4,"happy",762.172691457306
"605",13,5,"happy",620.451135338578
"606",13,6,"happy",631.6489204871
"607",13,7,"happy",689.204210282519
"608",13,8,"happy",516.289846333744
"609",13,9,"happy",613.369968813163
"610",13,10,"happy",606.555653399267
"611",13,11,"happy",703.666588832907
"612",13,12,"happy",667.743113534734
"613",13,13,"happy",746.036520698473
"614",13,14,"happy",589.739668516365
"615",13,15,"happy",742.438933708461
"616",13,16,"happy",635.18032844742
"617",13,17,"happy",792.861432035236
"618",13,18,"happy",740.677567540997
"619",13,19,"happy",575.378007990025
"620",13,20,"happy",773.229930572719
"621",13,21,"happy",604.84529842616
"622",13,22,"happy",638.777408818666
"623",13,23,"happy",697.585483817989
"624",13,24,"happy",554.296379813956
"625",13,25,"happy",783.255061073123
"626",13,26,"sad",658.533947702465
"627",13,27,"sad",742.995032219504
"628",13,28,"sad",661.895734909108
"629",13,29,"sad",818.815253547604
"630",13,30,"sad",627.939049492085
"631",13,31,"sad",913.866522372002
"632",13,32,"sad",694.532339738947
"633",13,33,"sad",866.452946838171
"634",13,34,"sad",808.216756425898
"635",13,35,"sad",714.692431391641
"636",13,36,"sad",792.950154504784
"637",13,37,"sad",907.985754015142
"638",13,38,"sad",773.942981945413
"639",13,39,"sad",874.880965465407
"640",13,40,"sad",702.00257568732
"641",13,41,"sad",886.491236446374
"642",13,42,"sad",962.286287554858
"643",13,43,"sad",834.895160528785
"644",13,44,"sad",669.172387098351
"645",13,45,"sad",696.970285798545
"646",13,46,"sad",804.701456134729
"647",13,47,"sad",736.627552959678
"648",13,48,"sad",802.618956873407
"649",13,49,"sad",811.069960877773
"650",13,50,"sad",789.665506235731
"651",14,1,"happy",801.044928986303
"652",14,2,"happy",665.199203204206
"653",14,3,"happy",711.374943309007
"654",14,4,"happy",778.869543674782
"655",14,5,"happy",685.212743115544
"656",14,6,"happy",701.632071043749
"657",14,7,"happy",660.517941836722
"658",14,8,"happy",558.03363075404
"659",14,9,"happy",599.00720728017
"660",14,10,"happy",639.880170319609
"661",14,11,"happy",693.081847484327
"662",14,12,"happy",595.962225539579
"663",14,13,"happy",841.997647128129
"664",14,14,"happy",615.082143626732
"665",14,15,"happy",696.235428323406
"666",14,16,"happy",605.875378253486
"667",14,17,"happy",643.284540919454
"668",14,18,"happy",692.521956523218
"669",14,19,"happy",571.132560376742
"670",14,20,"happy",730.253964498677
"671",14,21,"happy",574.715671598187
"672",14,22,"happy",648.944616579199
"673",14,23,"happy",775.699044540962
"674",14,24,"happy",554.32233494776
"675",14,25,"happy",707.294037172529
"676",14,26,"sad",798.800442963929
"677",14,27,"sad",754.640525264134
"678",14,28,"sad",805.57967958616
"679",14,29,"sad",813.577374439648
"680",14,30,"sad",683.666929976979
"681",14,31,"sad",1023.05104751114
"682",14,32,"sad",731.851178773146
"683",14,33,"sad",948.876389358084
"684",14,34,"sad",856.176308617465
"685",14,35,"sad",651.563424104816
"686",14,36,"sad",884.503509974421
"687",14,37,"sad",943.013613045572
"688",14,38,"sad",801.888928854587
"689",14,39,"sad",797.369116208378
"690",14,40,"sad",832.937816327943
"691",14,41,"sad",842.948980327351
"692",14,42,"sad",922.035444931326
"693",14,43,"sad",818.622584237665
"694",14,44,"sad",825.069486646591
"695",14,45,"sad",670.976044809595
"696",14,46,"sad",944.85196443507
"697",14,47,"sad",815.647144334348
"698",14,48,"sad",796.395973662913
"699",14,49,"sad",767.257811269115
"700",14,50,"sad",830.901071013052
"701",15,1,"happy",837.898583564361
"702",15,2,"happy",772.929541834446
"703",15,3,"happy",683.933696286555
"704",15,4,"happy",804.031939744197
"705",15,5,"happy",692.708406933999
"706",15,6,"happy",765.720942279455
"707",15,7,"happy",714.233314554023
"708",15,8,"happy",713.829409270686
"709",15,9,"happy",631.991589617282
"710",15,10,"happy",721.40660645819
"711",15,11,"happy",719.062010777735
"712",15,12,"happy",774.337755961606
"713",15,13,"happy",886.01454759319
"714",15,14,"happy",651.168880457998
"715",15,15,"happy",820.561355189714
"716",15,16,"happy",788.68474354857
"717",15,17,"happy",786.457518825837
"718",15,18,"happy",801.037995467272
"719",15,19,"happy",624.17369449248
"720",15,20,"happy",791.128364760052
"721",15,21,"happy",707.702442890001
"722",15,22,"happy",649.695903683089
"723",15,23,"happy",830.306700689142
"724",15,24,"happy",676.798401601831
"725",15,25,"happy",691.249135179575
"726",15,26,"sad",798.631365567456
"727",15,27,"sad",835.927536811935
"728",15,28,"sad",848.305658956555
"729",15,29,"sad",922.72641410014
"730",15,30,"sad",761.408787777295
"731",15,31,"sad",1004.41341944556
"732",15,32,"sad",793.797223536616
"733",15,33,"sad",945.138609143042
"734",15,34,"sad",822.472205941624
"735",15,35,"sad",811.251226298366
"736",15,36,"sad",846.539528325259
"737",15,37,"sad",897.399710367815
"738",15,38,"sad",774.006402928531
"739",15,39,"sad",846.760107473741
"740",15,40,"sad",864.024494453552
"741",15,41,"sad",855.135838439728
"742",15,42,"sad",1096.31211666122
"743",15,43,"sad",747.719831111663
"744",15,44,"sad",741.276972598978
"745",15,45,"sad",854.00251961554
"746",15,46,"sad",861.35122002228
"747",15,47,"sad",752.561302095719
"748",15,48,"sad",909.094843086779
"749",15,49,"sad",797.897781085508
"750",15,50,"sad",870.277302305925
"751",16,1,"happy",874.95060863902
"752",16,2,"happy",694.698760416142
"753",16,3,"happy",742.629255398514
"754",16,4,"happy",844.638524907544
"755",16,5,"happy",723.251407743041
"756",16,6,"happy",667.880898796219
"757",16,7,"happy",640.268778595966
"758",16,8,"happy",563.664333023046
"759",16,9,"happy",602.19384008681
"760",16,10,"happy",729.782096609383
"761",16,11,"happy",718.01785359866
"762",16,12,"happy",703.378590937962
"763",16,13,"happy",851.882540109454
"764",16,14,"happy",671.982090987934
"765",16,15,"happy",744.680766019035
"766",16,16,"happy",602.894653224857
"767",16,17,"happy",813.365061447957
"768",16,18,"happy",820.576897300792
"769",16,19,"happy",618.184087628967
"770",16,20,"happy",863.431149168865
"771",16,21,"happy",649.576054223737
"772",16,22,"happy",630.993672748715
"773",16,23,"happy",831.575720471684
